Rating Agency;Corporation;Rating;Rating Date;CIK;Binary Rating;SIC Code;Sector;Ticker;Current Ratio;Long-term Debt / Capital;Debt/Equity Ratio;Gross Margin;Operating Margin;EBIT Margin;EBITDA Margin;Pre-Tax Profit Margin;Net Profit Margin;Asset Turnover;ROE - Return On Equity;Return On Tangible Equity;ROA - Return On Assets;ROI - Return On Investment;Operating Cash Flow Per Share;Free Cash Flow Per Share;
Standard & Poor's Ratings Services;Comstock Resources Inc.;B;07-12-2011;23194;0;1311.0;Enrgy;CRK;0.8753;0.3245;0.4804;992.539;-34.382;-34.382;584.982;-69.977;-56.098;0.1778;-1.833;-1.833;-0.9971;-12.381;146.203;1.684;
Standard & Poor's Ratings Services;ConocoPhillips;A;14-07-2011;1163165;1;1311.0;Enrgy;COP;12.641;0.2469;0.3414;589.816;30.705;30.705;439.883;282.229;179.332;0.4052;149.112;159.335;65.925;112.298;30.988;14.315;
Standard & Poor's Ratings Services;Constellation Brands Inc.;BB+;25-05-2011;16918;0;2082.0;NoDur;STZ;31.423;0.5514;12.682;357.173;15.081;15.081;198.049;165.366;167.917;0.4649;219.248;-586.355;7.806;98.355;0.9662;10.425;
Standard & Poor's Ratings Services;Cummins Inc.;BBB+;21-06-2011;26172;1;3510.0;Manuf;CMI;19.291;0.1243;0.1583;239.528;121.125;121.125;14.532;122.259;78.633;12.715;228.183;258.679;109.594;199.825;-0.6485;-0.6984;
Standard & Poor's Ratings Services;Cummins Inc.;A;21-09-2011;26172;1;3510.0;Manuf;CMI;19.291;0.1243;0.1583;239.528;121.125;121.125;14.532;122.259;78.633;12.715;228.183;258.679;109.594;199.825;-0.6485;-0.6984;
Standard & Poor's Ratings Services;Cumulus Media Inc.;CCC+;25-04-2011;1058623;0;4832.0;Telcm;CMLS;13.953;24.553;-17.316;392.677;259.922;259.922;303.643;99.146;124.248;0.7403;-64.332;-39.324;68.694;9.362;0.3234;0.3402;
Standard & Poor's Ratings Services;Cumulus Media Inc.;CCC+;15-07-2011;1058623;0;4832.0;Telcm;CMLS;13.953;24.553;-17.316;392.677;259.922;259.922;303.643;99.146;124.248;0.7403;-64.332;-39.324;68.694;9.362;0.3234;0.3402;
Standard & Poor's Ratings Services;Cumulus Media Inc.;CCC+;21-07-2011;1058623;0;4832.0;Telcm;CMLS;13.953;24.553;-17.316;392.677;259.922;259.922;303.643;99.146;124.248;0.7403;-64.332;-39.324;68.694;9.362;0.3234;0.3402;
Standard & Poor's Ratings Services;Cumulus Media Inc.;CCC+;27-09-2011;1058623;0;4832.0;Telcm;CMLS;13.953;24.553;-17.316;392.677;259.922;259.922;303.643;99.146;124.248;0.7403;-64.332;-39.324;68.694;9.362;0.3234;0.3402;
Standard & Poor's Ratings Services;D.R. Horton Inc.;BB-;25-04-2011;882184;0;1531.0;Other;DHI;47.028;0.453;0.828;175.583;39.135;39.135;50.316;22.613;55.702;0.7409;93.446;94.016;41.272;51.119;-13.745;-14.152;
Standard & Poor's Ratings Services;D.R. Horton Inc.;BB-;25-10-2011;882184;0;1531.0;Other;DHI;46.933;0.3938;0.6497;168.692;15.728;15.728;31.429;0.3327;19.743;0.6787;27.368;27.535;1.34;16.589;-21.673;-21.582;
Standard & Poor's Ratings Services;DENTSPLY SIRONA Inc.;A;22-06-2011;818479;1;3843.0;Hlth;XRAY;3.652;0.2403;0.3203;508.848;171.216;171.216;201.085;161.033;119.634;0.6817;139.972;506.207;82.056;106.342;0.1706;0.2293;
Standard & Poor's Ratings Services;DENTSPLY SIRONA Inc.;A;25-07-2011;818479;1;3843.0;Hlth;XRAY;3.652;0.2403;0.3203;508.848;171.216;171.216;201.085;161.033;119.634;0.6817;139.972;506.207;82.056;106.342;0.1706;0.2293;
Standard & Poor's Ratings Services;DENTSPLY SIRONA Inc.;A;25-08-2011;818479;1;3843.0;Hlth;XRAY;3.652;0.2403;0.3203;508.848;171.216;171.216;201.085;161.033;119.634;0.6817;139.972;506.207;82.056;106.342;0.1706;0.2293;
Standard & Poor's Ratings Services;DTE Energy Center LLC;BBB+;27-07-2011;936340;1;4931.0;Utils;DTE;11.521;0.5116;12.064;625.807;172.434;172.434;292.903;112.845;7.39;0.3424;95.611;138.248;25.988;46.695;-0.2927;-0.6594;
Standard & Poor's Ratings Services;DTE Energy Center LLC;BBB+;17-10-2011;936340;1;4931.0;Utils;DTE;11.521;0.5116;12.064;625.807;172.434;172.434;292.903;112.845;7.39;0.3424;95.611;138.248;25.988;46.695;-0.2927;-0.6594;
Standard & Poor's Ratings Services;DTE Energy Co.;A;12-12-2011;936340;1;4931.0;Utils;DTE;11.521;0.5116;12.064;625.807;172.434;172.434;292.903;112.845;7.39;0.3424;95.611;138.248;25.988;46.695;-0.2927;-0.6594;
Standard & Poor's Ratings Services;Dana Incorporated;B;24-01-2011;26780;0;3714.0;Durbl;DAN;20.846;0.304;0.5302;109.948;20.436;20.436;7.769;0.9289;-0.3547;11.608;35.156;27.068;0.7057;1.403;0.1509;0.197;
Standard & Poor's Ratings Services;Dana Incorporated;B;03-02-2011;26780;0;3714.0;Durbl;DAN;20.846;0.304;0.5302;109.948;20.436;20.436;7.769;0.9289;-0.3547;11.608;35.156;27.068;0.7057;1.403;0.1509;0.197;
Standard & Poor's Ratings Services;Danaher Corp.;A+;14-06-2011;313616;1;3826.0;BusEq;DHR;18.909;0.199;0.2522;482.101;136.895;136.895;168.444;126.091;109.512;0.5367;93.468;-1.289.112;55.474;74.869;26.819;24.281;
Standard & Poor's Ratings Services;Devon Energy Corp.;BBB+;29-03-2011;1090012;1;1311.0;Enrgy;DVN;12.121;0.1655;0.2924;100.0;398.793;398.793;592.958;358.954;457.747;0.3019;121.176;177.105;70.854;101.118;17.738;78.423;
Standard & Poor's Ratings Services;Devon Energy Corp.;BBB+;16-12-2011;1090012;1;1311.0;Enrgy;DVN;12.121;0.1655;0.2924;100.0;398.793;398.793;592.958;358.954;457.747;0.3019;121.176;177.105;70.854;101.118;17.738;78.423;
Standard & Poor's Ratings Services;Diageo PLC;A;22-09-2011;835403;1;2085.0;NoDur;DEO;1.457;0.53;13.693;596.417;261.171;261.171;296.598;23.752;202.999;0.5024;337.729;-3.609.474;102.205;158.746;-0.4449;-0.7891;
Standard & Poor's Ratings Services;Douglas Dynamics LLC;BB;09-03-2011;1287213;0;3531.0;Manuf;PLOW;55.691;0.4145;0.7148;341.079;121.089;121.089;192.228;14.333;0.9333;0.508;0.9806;-25.697;0.4775;0.5742;-0.9157;-0.5041;
Standard & Poor's Ratings Services;Dover Corp.;A;16-02-2011;29905;1;3585.0;Manuf;DOV;27.349;0.2835;0.3993;396.537;151.084;151.084;188.605;133.091;114.593;0.7138;136.858;999.506;72.382;98.061;0.4082;0.0881;
Standard & Poor's Ratings Services;Dover Corp.;AA;12-08-2011;29905;1;3585.0;Manuf;DOV;27.349;0.2835;0.3993;396.537;151.084;151.084;188.605;133.091;114.593;0.7138;136.858;999.506;72.382;98.061;0.4082;0.0881;
Standard & Poor's Ratings Services;EOG Resources Inc.;BBB+;15-03-2011;821189;1;1311.0;Enrgy;EOG;11.384;0.3284;0.5105;100.0;85.791;85.791;404.145;66.882;26.337;0.2821;15.702;15.702;0.7429;10.545;-0.4798;-3.591;
Standard & Poor's Ratings Services;EOG Resources Inc.;BBB;19-08-2011;821189;1;1311.0;Enrgy;EOG;11.384;0.3284;0.5105;100.0;85.791;85.791;404.145;66.882;26.337;0.2821;15.702;15.702;0.7429;10.545;-0.4798;-3.591;
Standard & Poor's Ratings Services;EQT Corporation;BBB;11-04-2011;33213;1;4923.0;Utils;EQT;13.869;0.3869;0.6506;766.953;342.317;342.317;538.975;258.456;165.673;0.1936;7.396;7.396;32.077;45.341;-0.1098;-13.274;
Standard & Poor's Ratings Services;EQT Corporation;BBB;01-11-2011;33213;1;4923.0;Utils;EQT;13.869;0.3869;0.6506;766.953;342.317;342.317;538.975;258.456;165.673;0.1936;7.396;7.396;32.077;45.341;-0.1098;-13.274;
Standard & Poor's Ratings Services;EQT Corporation;BBB;13-12-2011;33213;1;4923.0;Utils;EQT;13.869;0.3869;0.6506;766.953;342.317;342.317;538.975;258.456;165.673;0.1936;7.396;7.396;32.077;45.341;-0.1098;-13.274;
Standard & Poor's Ratings Services;Eastman Chemical Co.;BBB;18-08-2011;915389;1;2821.0;Chems;EMN;21.688;0.5146;10.601;234.759;7.848;7.848;14.081;5.778;30.937;0.7971;101.785;128.548;27.924;49.406;51.635;32.016;
Standard & Poor's Ratings Services;Eastman Kodak Co.;CC;28-02-2011;31235;0;3577.0;BusEq;KODK;13.426;99.583;-11.581;304.188;-33.039;-33.039;24.529;-70.916;-114.634;0.9626;497.674;390.796;-8.593;-4.458.333;-0.3081;-0.1768;
Standard & Poor's Ratings Services;Ecolab Inc.;A;20-07-2011;31462;1;2842.0;Chems;ECL;14.511;0.3018;0.4813;495.306;115.463;115.463;172.118;105.091;70.722;11.752;20.835;1.479.506;83.391;145.463;2.897;17.065;
Standard & Poor's Ratings Services;Eli Lilly & Co.;AA-;24-08-2011;59478;1;2834.0;Hlth;LLY;19.011;0.4106;0.6994;805.505;255.876;255.876;31.531;245.365;198.241;0.7952;454.453;743.078;157.635;267.871;39.472;32.669;
Standard & Poor's Ratings Services;Emerson Electric Co.;A;20-05-2011;32604;1;3823.0;BusEq;EMR;14.298;0.3154;0.509;395.741;166.786;166.786;205.571;136.841;102.857;0.921;20.408;-237.822;88.911;139.703;0.2812;0.2889;
DBRS;Enbridge Inc.;A-;16-03-2011;895728;1;4924.0;Utils;ENB;1.121;0.6401;18.451;253.586;99.557;99.557;156.674;81.378;64.124;0.5022;126.497;139.181;3.401;4.484;-0.035;0.7331;
Standard & Poor's Ratings Services;Endo International PLC;BB-;26-05-2011;1593034;0;2834.0;Hlth;ENDP;18.476;0.3671;0.5938;705.892;271.156;271.156;347.147;245.129;150.916;0.4387;159.161;-647.263;73.362;10.074;13.323;12.723;
Standard & Poor's Ratings Services;EnerSys;BB;10-03-2011;1289308;0;3690.0;BusEq;ENS;21.341;0.2922;0.4469;228.509;72.368;72.368;100.766;55.246;39.448;0.956;79.447;16.534;37.714;56.232;-16.429;-15.969;
Standard & Poor's Ratings Services;Entergy Corp;BBB-;28-06-2011;65984;1;4911.0;Utils;ETR;15.629;0.5694;13.755;636.303;197.376;197.376;345.826;164.312;108.834;0.2969;149.511;154.666;32.837;63.676;59.266;52.762;
Standard & Poor's Ratings Services;Enterprise Products Operating LLC;BBB-;28-04-2011;1061219;1;1311.0;Enrgy;EPD;0.9365;0.5274;11.397;67.873;63.641;63.641;92.838;41.785;0.9508;10.758;11.627;17.402;44.122;54.948;-17.011;-13.513;
Standard & Poor's Ratings Services;Enterprise Products Operating LLC;BBB-;11-08-2011;1061219;1;1311.0;Enrgy;EPD;0.9365;0.5274;11.397;67.873;63.641;63.641;92.838;41.785;0.9508;10.758;11.627;17.402;44.122;54.948;-17.011;-13.513;
Standard & Poor's Ratings Services;Equifax Inc.;BBB+;20-12-2011;33185;1;7323.0;Other;EFX;0.8468;0.3803;0.727;581.119;222.494;222.494;315.035;19.289;136.305;0.4833;138.947;-202.035;63.202;86.112;32.713;27.185;
Standard & Poor's Ratings Services;Equinix Inc.;BB-;01-03-2011;1101239;0;6798.0;Money;EQIX;23.074;0.5456;12.558;452.221;205.187;205.187;423.112;123.543;78.675;0.2905;58.716;92.523;22.853;26.683;89.599;-0.3541;
Standard & Poor's Ratings Services;Equinix Inc.;BB-;16-08-2011;1101239;0;6798.0;Money;EQIX;23.074;0.5456;12.558;452.221;205.187;205.187;423.112;123.543;78.675;0.2905;58.716;92.523;22.853;26.683;89.599;-0.3541;
Standard & Poor's Ratings Services;Exelon Corp.;BBB;19-08-2011;1109357;1;4911.0;Utils;EXC;1.509;0.4695;0.9458;654.849;253.486;253.486;411.339;22.64;137.471;0.3569;18.897;234.321;49.062;100.246;-12.959;-13.684;
Standard & Poor's Ratings Services;Exelon Corp.;BBB-;06-09-2011;1109357;1;4911.0;Utils;EXC;1.509;0.4695;0.9458;654.849;253.486;253.486;411.339;22.64;137.471;0.3569;18.897;234.321;49.062;100.246;-12.959;-13.684;
Standard & Poor's Ratings Services;Exxon Mobil Corp.;AAA;23-12-2011;34088;1;2911.0;Enrgy;XOM;1.061;0.0582;0.0832;206.056;111.972;113.737;152.106;111.972;62.076;13.311;170.358;170.358;84.252;160.446;58.659;12.267;
Standard & Poor's Ratings Services;FMC Technologies Inc.;A;16-12-2011;1135152;1;3533.0;Manuf;FTI;27.628;0.4022;0.6793;410.901;113.019;113.019;169.389;76.628;47.082;0.5826;56.512;-278.636;27.431;33.783;-0.6279;-0.5646;
Standard & Poor's Ratings Services;FedEx Corp.;BBB;28-10-2011;1048911;1;4513.0;Other;FDX;16.971;0.0987;0.1107;750.026;60.503;60.503;110.701;57.628;36.943;14.352;95.401;112.611;53.022;85.983;2.754;11.281;
Standard & Poor's Ratings Services;Fiserv Inc.;BBB-;30-03-2011;798354;1;7374.0;BusEq;FISV;10.999;0.5278;12.032;416.237;232.033;232.033;313.711;180.034;116.753;0.4866;156.312;-141.152;56.457;73.814;13.674;10.489;
Standard & Poor's Ratings Services;Flowserve Corp.;BB-;22-11-2011;30625;0;3561.0;Manuf;FLS;17.329;0.1839;0.2497;349.623;144.183;148.312;17.424;131.516;96.301;0.9041;183.945;407.683;8.715;150.113;-0.4485;-0.3479;
Standard & Poor's Ratings Services;Fluor Corp.;A;23-08-2011;1124198;1;1600.0;Other;FLR;15.788;0.005;0.0324;33.826;26.331;26.331;37.718;2.684;17.147;2.738;125.001;128.193;57.923;124.375;-1.96;-20.486;
Standard & Poor's Ratings Services;General Mills Inc.;A;02-09-2011;40704;1;2040.0;NoDur;GIS;10.664;0.456;10.413;400.095;186.456;186.456;218.216;163.183;120.852;0.7968;272.753;-456.363;96.576;148.379;-10.038;-0.9995;
Standard & Poor's Ratings Services;Gilead Sciences, Inc.;BBB;23-03-2011;882095;1;2836.0;Hlth;GILD;25.713;0.1548;0.184;772.433;503.356;503.356;533.727;499.467;375.925;0.7229;403.617;527.187;27.072;34.114;16.487;15.255;
Standard & Poor's Ratings Services;Gilead Sciences, Inc.;A-;21-11-2011;882095;1;2836.0;Hlth;GILD;25.713;0.1548;0.184;772.433;503.356;503.356;533.727;499.467;375.925;0.7229;403.617;527.187;27.072;34.114;16.487;15.255;
Standard & Poor's Ratings Services;GlaxoSmithKline Capital Inc.;AA;18-02-2011;1131399;1;2834.0;Hlth;GSK;14.499;0.5964;16.249;739.848;29.699;29.699;341.794;278.165;199.838;0.6618;628.027;-4.082.802;146.596;253.455;4.73;39.036;
Standard & Poor's Ratings Services;Great Lakes Dredge & Dock Corp.;B;18-01-2011;1372020;0;1600.0;Other;GLDD;16.788;0.394;0.6604;178.742;99.618;99.618;151.892;7.901;50.383;0.9901;12.181;192.141;4.86;73.814;1.177;11.586;
Standard & Poor's Ratings Services;Great Lakes Dredge & Dock Corp.;B;11-08-2011;1372020;0;1600.0;Other;GLDD;16.788;0.394;0.6604;178.742;99.618;99.618;151.892;7.901;50.383;0.9901;12.181;192.141;4.86;73.814;1.177;11.586;
Standard & Poor's Ratings Services;Greenbrier Companies Inc. (The);CCC;19-05-2011;923120;0;3743.0;Manuf;GBX;21.451;0.6264;16.857;134.868;68.899;68.899;118.498;11.865;0.5655;0.7049;28.012;122.755;0.7765;10.465;-50.585;-44.654;
Standard & Poor's Ratings Services;Greenbrier Companies Inc. (The);CCC;01-08-2011;923120;0;3743.0;Manuf;GBX;21.451;0.6264;16.857;134.868;68.899;68.899;118.498;11.865;0.5655;0.7049;28.012;122.755;0.7765;10.465;-50.585;-44.654;
Standard & Poor's Ratings Services;Greif Inc.;BB+;16-06-2011;43920;0;2650.0;Manuf;GEF;14.708;0.4164;0.7684;202.611;92.726;92.726;126.235;71.755;58.582;0.9895;156.076;460.345;59.598;9.109;-19.013;-34.188;
Standard & Poor's Ratings Services;Greif Inc.;BB;06-07-2011;43920;0;2650.0;Manuf;GEF;14.708;0.4164;0.7684;202.611;92.726;92.726;126.235;71.755;58.582;0.9895;156.076;460.345;59.598;9.109;-19.013;-34.188;
Standard & Poor's Ratings Services;Griffon Corp.;BB+;24-03-2011;50725;0;3420.0;Manuf;GFF;23.841;0.4149;0.7385;222.801;17.559;17.559;52.722;10.674;0.7413;0.7379;13.372;81.262;0.5419;0.7824;-0.0398;-0.1603;
Standard & Poor's Ratings Services;Griffon Corp.;BB+;15-08-2011;50725;0;3420.0;Manuf;GFF;23.841;0.4149;0.7385;222.801;17.559;17.559;52.722;10.674;0.7413;0.7379;13.372;81.262;0.5419;0.7824;-0.0398;-0.1603;
Standard & Poor's Ratings Services;Group 1 Automotive Inc.;B;20-12-2011;1031203;0;5500.0;Shops;GPI;11.436;0.3815;13.947;171.429;2.388;2.388;3.114;1.212;0.7254;2.298;48.385;563.153;17.693;29.928;154.839;158.636;
Standard & Poor's Ratings Services;Hanesbrands Inc.;BB-;29-11-2011;1359841;0;2300.0;NoDur;HBI;25.896;0.7796;3.788;331.846;91.863;91.863;120.113;50.772;50.963;10.939;342.315;-4.178.867;50.821;75.433;-0.743;-0.6657;
Standard & Poor's Ratings Services;Harley-Davidson Inc.;BBB;23-12-2011;793952;1;3751.0;Durbl;HOG;19.143;0.6612;26.735;334.038;41.006;41.006;121.869;37.362;-11.526;0.5223;33.509;34.016;0.7716;11.353;26.074;21.075;
Standard & Poor's Ratings Services;Hershey Company (The);AA;28-02-2011;47111;1;2060.0;NoDur;HSY;15.214;0.664;20.281;387.482;143.732;143.732;178.158;12.666;82.284;14.418;57.342;6.894.376;118.637;192.656;4.654;4.064;
Standard & Poor's Ratings Services;Honeywell International Inc.;AA;04-08-2011;773840;1;9997.0;Other;HON;13.209;0.3479;0.6159;235.827;93.076;93.076;123.586;84.142;62.504;0.8551;181.422;-646.942;51.726;118.305;0.1607;0.1097;
Standard & Poor's Ratings Services;Hunt (J.B.) Transport Services Inc.;A;25-07-2011;728535;1;4213.0;Other;JBHT;14.578;0.4674;0.8775;430.742;77.411;77.411;136.426;69.949;42.592;17.251;211.904;211.904;73.474;112.863;2.757;0.8895;
Standard & Poor's Ratings Services;IDACORP Inc.;A;19-05-2011;1057877;1;4911.0;Utils;IDA;10.334;0.4921;10.923;657.666;185.141;185.141;302.752;13.68;137.832;0.2216;92.748;92.748;30.466;47.106;0.2894;-10.232;
Standard & Poor's Ratings Services;IDEX Corp.;BBB-;13-07-2011;832101;1;3561.0;Manuf;IEX;23.814;0.236;0.3155;392.872;139.023;139.023;181.631;12.697;85.278;0.6337;89.418;-58.541;54.043;68.314;26.327;23.667;
Standard & Poor's Ratings Services;ITT Corp.;BBB+;12-01-2011;216228;1;3561.0;Manuf;ITT;1.614;0.2323;0.3049;319.406;-9.552;-9.552;-61.565;-144.179;425.398;0.1499;-29.231;-33.739;-10.337;-2.244;-36.652;-40.303;
Standard & Poor's Ratings Services;Illinois Tool Works Inc.;AA;25-03-2011;49826;1;3560.0;Manuf;ITW;19.751;0.2098;0.2997;351.518;146.212;146.212;181.824;135.509;97.496;0.9393;151.692;506.071;8.847;119.861;-1.362;-14.423;
Standard & Poor's Ratings Services;Illinois Tool Works Inc.;A+;24-08-2011;49826;1;3560.0;Manuf;ITW;19.751;0.2098;0.2997;351.518;146.212;146.212;181.824;135.509;97.496;0.9393;151.692;506.071;8.847;119.861;-1.362;-14.423;
Standard & Poor's Ratings Services;Ingredion Incorporated;BBB;30-09-2011;1046257;1;2040.0;NoDur;INGR;18.496;0.1932;0.3192;141.612;41.667;41.667;7.707;31.318;11.166;12.439;27.582;32.214;15.921;22.254;77.616;5.894;
Standard & Poor's Ratings Services;Intel Corp.;A;14-09-2011;50863;1;3674.0;BusEq;INTC;33.892;0.0403;0.0428;653.119;357.334;357.334;463.655;367.811;262.797;0.6904;231.924;260.315;181.433;222.572;0.9518;0.8374;
Standard & Poor's Ratings Services;Intel Corp.;A;21-11-2011;50863;1;3674.0;BusEq;INTC;33.892;0.0403;0.0428;653.119;357.334;357.334;463.655;367.811;262.797;0.6904;231.924;260.315;181.433;222.572;0.9518;0.8374;
Standard & Poor's Ratings Services;Interpublic Group of Cos. Inc.;BB+;18-05-2011;51644;0;7311.0;Other;IPG;1.106;0.3924;0.7675;57.579;56.813;56.813;95.349;38.686;15.581;0.4899;71.297;-182.745;11.694;34.353;10.644;0.9323;
Standard & Poor's Ratings Services;Iridium Communications Inc.;B;28-09-2011;1418819;0;4899.0;Telcm;IRDM;15.595;0.1711;0.2403;614.445;107.303;107.303;367.711;9.941;57.273;0.3324;30.448;42.313;19.038;2.524;16.464;-14.721;
Standard & Poor's Ratings Services;Jabil Inc.;BB-;30-11-2011;898293;0;3672.0;BusEq;JBL;13.152;0.3713;0.63;75.948;35.035;35.035;54.357;2.913;23.068;23.405;203.288;217.773;54.259;127.805;17.872;15.979;
Standard & Poor's Ratings Services;JetBlue Airways Corporation;B+;01-12-2011;1158463;0;4512.0;Other;JBLU;13.258;0.6538;21.371;564.702;86.574;86.574;157.655;31.592;1.853;0.5027;39.457;39.457;0.9314;13.659;14.636;0.0934;
Standard & Poor's Ratings Services;Johnson & Johnson;AAA;11-03-2011;200406;1;2834.0;Hlth;JNJ;20.504;0.1393;0.2965;694.871;275.172;284.297;332.018;275.172;216.507;0.5985;235.671;542.716;129.572;202.845;-0.066;0.0597;
Standard & Poor's Ratings Services;Johnson & Johnson;AAA;26-09-2011;200406;1;2834.0;Hlth;JNJ;20.504;0.1393;0.2965;694.871;275.172;284.297;332.018;275.172;216.507;0.5985;235.671;542.716;129.572;202.845;-0.066;0.0597;
Standard & Poor's Ratings Services;Johnson (S.C.) & Son Inc.;A;11-11-2011;200406;1;2834.0;Hlth;JNJ;20.504;0.1393;0.2965;694.871;275.172;284.297;332.018;275.172;216.507;0.5985;235.671;542.716;129.572;202.845;-0.066;0.0597;
Standard & Poor's Ratings Services;Johnson Controls Inc.;BBB-;01-02-2011;788329;1;3690.0;BusEq;JOUT;23.894;0.1057;0.1884;401.439;38.056;38.056;69.492;24.036;17.098;16.865;51.745;61.158;28.837;46.275;-12.091;-13.086;
Standard & Poor's Ratings Services;KB Home;B-;28-06-2011;795266;0;1531.0;Other;KBH;40.368;0.7375;28.099;177.175;-0.4913;-0.4913;-0.1493;-4.803;-43.628;0.5113;-109.781;-109.781;-22.307;-28.814;-63.068;-62.943;
Standard & Poor's Ratings Services;KB Home;CCC+;13-07-2011;795266;0;1531.0;Other;KBH;40.368;0.7375;28.099;177.175;-0.4913;-0.4913;-0.1493;-4.803;-43.628;0.5113;-109.781;-109.781;-22.307;-28.814;-63.068;-62.943;
Standard & Poor's Ratings Services;KB Home;B-;30-09-2011;795266;0;1531.0;Other;KBH;40.368;0.7375;28.099;177.175;-0.4913;-0.4913;-0.1493;-4.803;-43.628;0.5113;-109.781;-109.781;-22.307;-28.814;-63.068;-62.943;
Standard & Poor's Ratings Services;Kennametal Inc.;BBB;11-07-2011;55242;1;3540.0;Manuf;KMT;15.301;0.0012;0.1886;367.961;133.836;133.836;172.725;123.209;9.558;0.8726;140.041;233.436;84.327;139.879;0.7572;0.5022;
Standard & Poor's Ratings Services;Kimberly-Clark Corp.;BBB+;25-08-2011;55785;1;2621.0;Manuf;KMB;11.855;0.4522;0.881;331.713;140.434;140.434;181.606;12.914;93.335;0.9941;313.286;773.487;97.815;171.613;-17.301;-20.601;
Standard & Poor's Ratings Services;Kinross Gold Corp.;BBB-;15-08-2011;701818;1;1040.0;Other;KGC;21.801;0.083;0.1216;565.897;275.776;275.776;461.216;236.972;128.477;0.301;53.563;67.568;3.805;49.117;11.279;0.3785;
Standard & Poor's Ratings Services;Kohl's Corp.;BBB+;13-10-2011;885639;1;5311.0;Shops;KSS;20.288;0.3091;0.5093;382.361;113.751;113.751;154.532;97.221;60.899;12.385;142.675;142.675;75.426;98.574;-17.516;-21.634;
Standard & Poor's Ratings Services;Kohl's Corp.;BBB+;12-12-2011;885639;1;5311.0;Shops;KSS;20.288;0.3091;0.5093;382.361;113.751;113.751;154.532;97.221;60.899;12.385;142.675;142.675;75.426;98.574;-17.516;-21.634;
Standard & Poor's Ratings Services;Koninklijke Philips N.V.;A-;12-08-2011;313216;1;3845.0;Hlth;PHG;14.794;0.1996;0.2924;348.398;23.934;23.934;87.283;19.319;18.285;0.7596;29.059;13.806;13.893;23.259;23.192;17.218;
Standard & Poor's Ratings Services;Koninklijke Philips N.V.;A-;25-10-2011;313216;1;3845.0;Hlth;PHG;14.794;0.1996;0.2924;348.398;23.934;23.934;87.283;19.319;18.285;0.7596;29.059;13.806;13.893;23.259;23.192;17.218;
Standard & Poor's Ratings Services;Koppers Holdings Inc.;B+;15-08-2011;1315257;0;2860.0;Chems;KOP;24.793;0.7473;2.967;157.161;82.402;82.402;106.006;61.739;37.043;1.779;446.447;1.604.315;66.647;112.826;-0.3689;-0.9397;
Standard & Poor's Ratings Services;Korea Electric Power Corp.;A;01-12-2011;887225;1;4911.0;Utils;KEP;10.691;0.4437;0.9607;82.159;40.079;40.079;207.426;11.088;-0.0504;0.4308;-0.1893;-0.1914;-0.0788;-0.1053;-0.051;-0.7276;
Standard & Poor's Ratings Services;Lam Research Corp.;BB+;15-12-2011;707549;0;3559.0;Manuf;LRCX;48.083;0.2302;0.3009;462.438;248.413;248.413;272.601;24.736;223.538;0.7987;293.034;321.205;178.533;225.584;43.099;35.802;
